district,club_id,club_name,club_base,members,country
3240,8828373,Eastern Highlands,Community,13,India
3240,8828460,E-Club of Northeast Catalyst,Community,12,India
3240,212844,Gangtok Hills,Community,11,India
3240,215807,"G C College, Silchar",University,9,India
3240,8827785,Govt. Model College Borkhola,University,15,India
3240,8827056,Greater Silchar,Community,18,India
3240,8827955,Greater Silchar Royals,Community,16,India
3240,89870,Greater Tezpur,Community,19,India
3240,218462,Greater Tezpur City,Community,13,India
3240,8825096,Hailakandi Green City,Community,25,India
3240,8824340,Imphal,Community,12,India
3240,8827209,Kalabhumi Tezpur,Community,7,India
3240,8826075,Malda Central,Community,12,India
3240,8826773,Mandir Nagari Udaipur,Community,12,India
3240,8819,Naharkatia,Community,12,India
3240,218341,Namsai,Community,7,India
3240,8827319,Nehru College,University,11,India
3240,8825915,North Tripura,Community,12,India
3240,8827235,NSHM Knowledge Campus (Durgapur),University,7,India
3240,8827517,Parbati Teacher's Training Institute (B.Ed. College),University,12,India
3240,8828485,Patkai,,16,India
3240,8826728,Raniganj Institute of Information Technology,University,18,India
3240,212386,Rongali Guwahati,Community,5,India
3240,8827658,Shillong,Community,12,India
3240,54627,Silchar,Community,39,India
3240,8828073,Silchar Harmony and Heritage,Community,12,India
3240,216296,Silchar Medical College & Hospital,University,5,India
3240,8827690,Silchar Med Visionaries,Community,12,India
3240,218656,Silchar Royals,Community,5,India
3240,217260,Southfield College,University,4,India
3240,214129,SRM University Sikkim,University,11,India
3240,8827788,Tezpur,Community,14,India
3240,218331,Tinsukia,Community,10,India
3240,216693,Ukhra,Community,6,India
3250,8828548,Amolwa,Community,20,India
3250,215146,Amrapali,Community,5,India
3250,8826717,Arka Jain University (School of Commerce and Management),University,6,India
3250,216748,"B.ed Jamshedpur Co-operative College, Jsr",University,4,India
3250,8827502,Bettiah Town,Community,14,India
3250,8827302,Birla Institute of Technology Ranchi,University,13,India
3250,216248,BIT Sindri,University,4,India
3250,8827766,Bodhgaya Heritage,Community,66,India
3250,90712,Buxar,Community,9,India
3250,8991,Chaibasa,Community,24,India
3250,216880,DBMS College of Education,University,6,India
3250,218419,Dhanbad Midtown,Community,3,India
3250,8828525,"Dr. Shyama Prasad Mukherjee University,",University,28,India
3250,8826495,Jamshedpur Green City,Community,12,India
3250,8826862,Jamshedpur Humanitarians,Community,4,India
3250,8827545,Jamshedpur Sevarthah,Community,15,India
3250,8827098,Jamshedpur Srinath University,University,25,India
3250,214782,Kalimati Jamshedpur,Community,8,India
3250,90505,Karim City College,University,2,India
3250,8827274,Koderma Yuwa,Community,21,India
3250,8826001,MGM Medical College,University,37,India
3250,214802,Mrs. KMPM Vocational College,University,9,India
3250,91211,Muzaffarpur,Community,15,India
3250,217786,Narkatiaganj,Community,13,India
3250,217659,Netaji Subhas University,University,14,India
3250,8826983,Patna City,Community,9,India
3250,215494,Patna Mid-Town,Community,5,India
3250,8826967,Patna Millennium,Community,13,India
3250,8828547,Ranchi Elites,Community,10,India
3250,90326,Ranchi ICWAI,Community,9,India
3250,216638,R.B. Memorial School of Nursing,University,3,India
3250,8826666,Rising Ranchi,Community,13,India
3250,8826460,RK Mahila College,University,14,India
3250,8827351,Sarala Birla University Ranchi,University,15,India
3250,215178,Saran City,Community,13,India
3250,214603,Social Revolution,University,17,India
3250,8828428,Srinath College of Education,University,21,India
3250,218138,Steel City,Community,22,India
3250,91569,St. Xavier's College,University,15,India
3250,216250,United Ranchi,Community,20,India
3250,8827364,Usha Martin University Ranchi,University,8,India
3250,8826655,Vaishali,Community,9,India
3261,218105,Atoma,Community,2,India
3261,8828585,Bhilai Greater,Community,16,India
3261,218176,Cogent College,University,1,India
3261,216874,"Gandhi Mahavidyalaya, Rourkela",University,10,India
3261,8827763,Gayatri College of Pharmacy Sambalpur,University,15,India
3261,216270,G.S. College,University,1,India
3261,8824860,Hrushikesh Ray Degree Mahavidyalaya Rourkela,University,1,India
3261,217367,Jabalpur City,Community,1,India
3261,8824288,Millennium Bilaspur,Community,1,India
3261,216379,Navyug College,University,1,India
3261,218110,NIT Rourkela,Community,1,India
3261,8828609,Raipur Ethos,Community,15,India
3261,8828591,Raipur Queens,Community,26,India
3261,8828441,Raipur Royal,Community,12,India
3261,217368,Ranjhi Jabalpur,Community,1,India
3261,8824868,Rourkela Institute of Management Studies,University,12,India
3261,216475,Rourkela Municipal College,University,1,India
3261,8826673,Rourkela Titans,Community,22,India
3261,8826271,Sai Valley World Institute of Management & Technology (SVWIMT),University,15,India
3261,218142,Vedic Degree College,University,1,India
3262,8823394,Academic International School,University,5,India
3262,218683,Aikyam Bhubaneswar,Community,1,India
3262,8823866,Angul Royal,Community,1,India
3262,8826428,Atal Incubation Centre Nalanda Innovators,University,12,India
3262,9187,Balasore,Community,18,India
3262,80138,Balasore-On-Sea,Community,5,India
3262,215762,Barabati,Community,13,India
3262,8824676,Baripada Mayur,Community,13,India
3262,222325,Basanta Academy Berhampur,University,2,India
3262,8826267,Berhampur Central,Community,9,India
3262,8826308,Berhampur University,University,16,India
3262,218400,Berhmpur Achivers,Community,4,India
3262,8827075,Bhayarpur,Community,12,India
3262,90548,Bhubaneswar,Community,5,India
3262,91597,Bhubaneswar Capital,University,34,India
3262,8823872,Bhubaneswar Changemakers,Community,8,India
3262,8823268,Bhubaneswar Ekamra Kshetra Ananya,Community,1,India
3262,8824196,Bhubaneswar Excellence,Community,4,India
3262,91476,Bhubaneswar Friends,Community,15,India
3262,8824466,Bhubaneswar Harmony,Community,1,India
3262,8828436,Bhubaneswar Icons,Community,15,India
3262,8828594,Bhubaneswar Jayadev,Community,12,India
3262,8823391,Bhubaneswar Meadows,Community,1,India
3262,218403,Bhubaneswar Neeladri,Community,1,India
3262,213394,Bhubaneswar Royal,Community,31,India
3262,8826551,Bhubaneswar Smart City,Community,2,India
3262,8823277,Bhubaneswar Smile,Community,7,India
3262,8824044,Bhubaneswar Sunshine,Community,14,India
3262,217059,Bhubaneswar Toshali,Community,25,India
3262,218586,Bhubaneswar Utkal Impetus,Community,2,India
3262,8824250,Bhubaneswar Utkal Ollywood,Community,1,India
3262,8824038,Bhubaneswar Utkal Sakha,Community,1,India
3262,8823510,Birupa,Community,10,India
3262,8828399,Biswa Bharati Dhenkanal,Community,14,India
3262,8827645,Brahmapur,Community,20,India
3262,8828588,Brahmapur Innovative,Community,17,India
3262,215279,Byasabhoomi,Community,1,India
3262,218218,Byasabhoomi Jajpur Road,Community,25,India
3262,8824342,Chilika-Balugaon,Community,2,India
3262,8823279,C I T Bhadrak,University,5,India
3262,8823647,CPS Mohuda,University,1,India
3262,8827574,Cuttack,Community,12,India
3262,8824489,Cuttack Barabati Fort,Community,3,India
3262,218737,Cuttack Cantonment,Community,4,India
3262,215715,Cuttack Central,Community,11,India
3262,8824547,Cuttack East,Community,1,India
3262,218677,Cuttack Golden Star,Community,4,India
3262,88635,Cuttack Greater,Community,6,India
3262,8823276,Cuttack Mahanagar,Community,1,India
3262,8827975,Cuttack Silver City,Community,12,India
3262,217883,Dhenkanal,Community,11,India
3262,8827768,E-Club of Bhubaneswar,Community,11,India
3262,8827013,Fakir Mohan University,University,28,India
3262,218593,IHM Bhubaneswar,University,2,India
3262,8826436,Indian Institute of Tourism and Travel Management,University,12,India
3262,8824528,ITER Bhubaneswar,University,3,India
3262,49049,Jaleswar,Community,15,India
3262,8826676,"Jan Shikshan Sansthan, Cuttack",University,20,India
3262,215336,Jatni,Community,5,India
3262,8824241,Jeypore,Community,1,India
3262,217632,"Keonjhar School of Engineering, Keonjhar",University,1,India
3262,8823194,Khurda,Community,3,India
3262,215196,KSOM Bhubaneswar North,University,37,India
3262,8826579,Link Eye Hospital & Research Institute,University,12,India
3262,217508,Millenium Royal,Community,13,India
3262,8823278,Mission Public School,University,5,India
3262,8827526,MITS School of Biotechnology Bhubaneswar,University,14,India
3262,8825033,Nayagarh,Community,1,India
3262,8827655,Odisha,Community,2,India
3262,8823621,ODM Business School (OBS),University,1,India
3262,42852,Pumas,Community,1,India
3262,217442,Salandi Nursing School,University,1,India
3262,8827772,Synergy Institute of Engineering and Technology,University,13,India
3262,8827818,UNIITECH Degree College (Nayagarh),University,14,India
3262,8824032,Vedbyash Brahmapur,University,3,India
3292,88879,Annapurna,Community,19,Nepal
3292,89716,Baglung,Community,24,Nepal
3292,72774,Bagmati,Community,35,Nepal
3292,215188,Bajra Manasalu,Community,20,Nepal
3292,89287,Balaju,Community,25,Nepal
3292,8826007,Balkumari,Community,14,Nepal
3292,89717,Banepa,Community,44,Nepal
3292,218578,Baneshwor,Community,19,Nepal
3292,89551,Baneshwor Royal,Community,14,Nepal
3292,218204,Bardibas,University,20,Nepal
3292,212617,Bhadgaon,Community,8,Nepal
3292,217336,Bhadrapur,Community,14,Nepal
3292,214692,Bhairahawa,Community,29,Nepal
3292,8824051,Bhairahawa Chautari,Community,13,Nepal
3292,72475,Bhaktapur,Community,30,Nepal
3292,8824081,Bhanu,Community,10,Nepal
3292,65597,Bharatpur,Community,31,Nepal
3292,217204,Bharatpur Height,Community,37,Nepal
3292,216820,Birat Medical College Fusion,University,9,Nepal
3292,66517,Biratnagar,Community,33,Nepal
3292,217203,Biratnagar Central,Community,15,Nepal
3292,89536,Biratnagar Down Town,Community,7,Nepal
3292,9655,Birganj,Community,21,Nepal
3292,214883,Birgunj Metropolis,Community,16,Nepal
3292,91637,Birtamode,Community,32,Nepal
3292,212632,Birtamode Mid-Town,Community,61,Nepal
3292,72775,Budhanilkanatha,Community,24,Nepal
3292,44951,Butwal,Community,19,Nepal
3292,217627,Butwal Chautari,Community,16,Nepal
3292,56450,Butwal Down Town,Community,42,Nepal
3292,63178,Butwal South,Community,29,Nepal
3292,215519,Butwal Synergy,Community,12,Nepal
3292,8823369,Central Bouddha Land,Community,15,Nepal
3292,213949,Central Butwal,Community,21,Nepal
3292,214905,Central Lumbini,Community,18,Nepal
3292,8825187,Central Rohini,Community,15,Nepal
3292,217338,Central Rupandehi,Community,18,Nepal
3292,8823370,Central Siyari,Community,15,Nepal
3292,8825986,Central Valley Kasthamandap,Community,12,Nepal
3292,86937,Chandragiri,Community,44,Nepal
3292,8827982,Changu,Community,26,Nepal
3292,75397,Charumati,Community,25,Nepal
3292,9539,Chitwan,Community,49,Nepal
3292,8825471,Chitwan Medical College,University,25,Nepal
3292,8823900,Dakshinkali,Community,13,Nepal
3292,215882,Damak,Community,38,Nepal
3292,59803,Damauli,Community,32,Nepal
3292,214772,Dang,Community,27,Nepal
3292,8828563,Devdaha,Community,20,Nepal
3292,8825177,Devdaha Medical College,University,15,Nepal
3292,8826734,Dhading,Community,24,Nepal
3292,212572,Dhangadhi,Community,9,Nepal
3292,8828211,Dhangadhi Next Gen,Community,18,Nepal
3292,43654,Dharan,Community,28,Nepal
3292,63997,Dharan Ghopa,University,14,Nepal
3292,80113,Dhulikhel,Community,18,Nepal
3292,52653,Dillibazar-Kathmandu,Community,44,Nepal
3292,88996,Durbarmarg,Community,13,Nepal
3292,216442,Gaidakot,Community,18,Nepal
3292,8823562,"Galkot, Baglung",Community,17,Nepal
3292,8828026,Gandaki University,University,20,Nepal
3292,8827606,Gokarneshwor,Community,23,Nepal
3292,8827599,Gongabu North,Community,15,Nepal
3292,8824537,"Gyaneswor, CiST",University,19,Nepal
3292,90587,Hemja,Community,14,Nepal
3292,213986,Hetauda,Community,59,Nepal
3292,8826017,Himalayan Golfers,Community,17,Nepal
3292,8827866,Himalayan White House International College,University,16,Nepal
3292,67987,Himalaya Patan,Community,23,Nepal
3292,218457,Itabhatta Municipal,Community,15,Nepal
3292,81544,Itahari,Community,34,Nepal
3292,8826972,Janakpurdham,Community,13,Nepal
3292,72801,Jawalakhel,Community,5,Nepal
3292,81870,Jawalakhel Manjushree,Community,15,Nepal
3292,214109,Kakarvitta,Community,13,Nepal
3292,8826811,Kamaladi,Community,17,Nepal
3292,57147,Kantipur,Community,27,Nepal
3292,87601,Kantipur Dental College,University,62,Nepal
3292,213526,Kapilvastu,Community,14,Nepal
3292,76282,Kasthamandap Kathmandu,Community,14,Nepal
3292,9591,Kathmandu,Community,54,Nepal
3292,8827984,Kathmandu Height,Community,17,Nepal
3292,8828338,Kathmandu Horizon,Community,16,Nepal
3292,8827634,Kathmandu Kalanki,Community,18,Nepal
3292,78432,Kathmandu Medical College,University,32,Nepal
3292,218541,Kathmandu Medical College- Duwakot,University,11,Nepal
3292,65283,Kathmandu Metro,University,33,Nepal
3292,213989,Kathmandu Metropolis,Community,23,Nepal
3292,44168,Kathmandu Mid-Town,Community,46,Nepal
3292,47049,Kathmandu North,Community,32,Nepal
3292,68744,Kathmandu North East,Community,19,Nepal
3292,212230,Kathmandu University,University,16,Nepal
3292,90321,Kathmandu University Medical School (KUMS),University,135,Nepal
3292,8825853,Kathmandu University School of Management,University,18,Nepal
3292,77963,Kathmandu West,Community,24,Nepal
3292,217628,Kawasoti,Community,30,Nepal
3292,8823912,Kirtipur,Community,25,Nepal
3292,214695,KIST Medical College,University,37,Nepal
3292,76283,Kopundol,Community,18,Nepal
3292,91648,Kshitiz International College,University,7,Nepal
3292,46026,Lalitpur,Community,12,Nepal
3292,8825466,Lalitpur Midtown,Community,16,Nepal
3292,8826979,Lamahi,Community,21,Nepal
3292,77220,Lamjung,Community,11,Nepal
3292,90042,Lekhnath,Community,24,Nepal
3292,90200,Liberty College,University,20,Nepal
3292,89721,Lumbini Banijya Campus,University,16,Nepal
3292,8823368,Lumbini Buddha,Community,25,Nepal
3292,8828334,Lumbini Medical College,University,60,Nepal
3292,90676,Lumbini Siddharthanagar,Community,20,Nepal
3292,217873,Lumbini Stars,Community,24,Nepal
3292,89712,Madhyapur,Community,36,Nepal
3292,72816,Mahabouddha,Community,23,Nepal
3292,213114,Makawanpur,Community,25,Nepal
3292,218489,Manigram,Community,30,Nepal
3292,90045,Manipal College of Medical Sciences,University,55,Nepal
3292,88815,Manohara,Community,24,Nepal
3292,8824674,Marchwar,Community,1,Nepal
3292,8827726,Matribhumi Baluwatar,Community,20,Nepal
3292,215937,Matribhumi Baluwatar IOM,University,56,Nepal
3292,8823532,Mechinagar,Community,13,Nepal
3292,90153,Metro City,Community,16,Nepal
3292,89802,Narayangarh,Community,37,Nepal
3292,75237,Narayani Mid Town,Community,33,Nepal
3292,8827867,National Medical College,University,28,Nepal
3292,8823813,Nawalpur City,Community,21,Nepal
3292,8826910,Naxal Shakti,Community,25,Nepal
3292,8825215,Nepalgunj Medical College,University,11,Nepal
3292,8828552,Nepal Mandal,Community,19,Nepal
3292,218266,Nepal National Hospital,Community,24,Nepal
3292,64638,New Road City Kathmandu,Community,15,Nepal
3292,91413,Newroad Pokhara,Community,22,Nepal
3292,8823447,Nobel Medical College Teaching Hospital,University,13,Nepal
3292,89485,Palpa Tansen,Community,15,Nepal
3292,215079,Panauti,Community,20,Nepal
3292,89600,Parbat,Community,20,Nepal
3292,213960,Parbat Pokhara,Community,11,Nepal
3292,46877,Pashupati-Kathmandu,Community,24,Nepal
3292,218566,Pashupati Nepal Law Campus,University,20,Nepal
3292,43221,Patan,Community,21,Nepal
3292,67996,Patan Durbar Square,Community,27,Nepal
3292,8825231,Patan Heritage,Community,32,Nepal
3292,90407,Patan South,Community,17,Nepal
3292,48154,Patan West,Community,23,Nepal
3292,89341,People's Campus,Community,21,Nepal
3292,8825041,Peoples Dental College,University,29,Nepal
3292,54240,Pokhara,Community,18,Nepal
3292,77223,Pokhara Fishtail,Community,33,Nepal
3292,213879,Pokhara GMC,Community,76,Nepal
3292,214771,Pokhara Lakeside,Community,19,Nepal
3292,62117,Pokhara Midtown,Community,28,Nepal
3292,218442,Pokhara University,University,34,Nepal
3292,218468,Purbi Chitwan,Community,26,Nepal
3292,61643,Rajdhani,Community,37,Nepal
3292,217374,Rammani Multiple Campus,University,6,Nepal
3292,53092,Ratnanagar,Community,38,Nepal
3292,78425,Reliance College,University,24,Nepal
3292,70789,Rudramati,Community,21,Nepal
3292,90367,Rudramati-Babarmahal-Kathmandu,Community,30,Nepal
3292,90406,Rupandehi,Community,13,Nepal
3292,213976,Sainamaina,Community,16,Nepal
3292,89156,Sainbu Bhainsepati,Community,37,Nepal
3292,217723,Sankhu,Community,19,Nepal
3292,8827913,Saptagandaki Multiple Campus,University,14,Nepal
3292,8826740,Shankaracharya,Community,28,Nepal
3292,217626,Shikhalapur,Community,14,Nepal
3292,8827049,Siddharthanagar,Community,15,Nepal
3292,218490,Sindhuligadi,Community,15,Nepal
3292,217232,Sukedhara,Community,17,Nepal
3292,8823901,Sundarharaicha,Community,12,Nepal
3292,8824366,Sunsari,Community,13,Nepal
3292,218437,Surunga,Community,29,Nepal
3292,86487,Swoyambhu,Community,40,Nepal
3292,58049,Thames International College,University,18,Nepal
3292,8825625,Tilottama,Community,19,Nepal
3292,91075,Tilottama Devdaha,Community,35,Nepal
3292,213959,Tilottama-Rupandehi,Community,27,Nepal
3292,218434,Tilottama Suddhodhan,Community,11,Nepal
3292,216016,Tinau Butwal,Community,16,Nepal
3292,214197,Tinau City,Community,25,Nepal
3292,8827598,Tinkune Kathmandu,Community,22,Nepal
3292,8825898,Tribhuvan University,University,47,Nepal
3292,61432,Tripureswor,Community,28,Nepal
3292,213643,Tulsipur,Community,23,Nepal
3292,217625,United Birgunj,Community,21,Nepal
3292,218574,Urlabari,Community,24,Nepal
3292,218433,Vedavyasa,Community,16,Nepal
3292,8828354,Vision Kathmandu,Community,19,Nepal
3292,8823378,Waling,Community,11,Nepal
3292,43427,Yala,Community,19,Nepal
3292,8825044,Yeti Health,University,9,Nepal
63,212719,Bahauddin Zakariya University,University,19,Pakistan
63,215865,Farooqabad City,Community,9,Pakistan
63,77160,Forman Christian College,University,18,Pakistan
63,213032,Gujranwala,Community,4,Pakistan
63,8824083,Gujrat,Community,1,Pakistan
63,8824075,Hunza,Community,2,Pakistan
63,8824082,Islamabad Bright,Community,2,Pakistan
63,8825856,Islamabad Downtown,Community,3,Pakistan
63,8827380,Islamabad Metropolitan City,Community,5,Pakistan
63,8824142,Khanewal,Community,2,Pakistan
63,76009,Lahore,Community,19,Pakistan
63,8825698,Lahore Comrades,Community,2,Pakistan
63,43484,Lahore Garrison,Community,5,Pakistan
63,218436,Lahore Greater Shaheen,Community,1,Pakistan
63,8825702,Lahore Jurists,Community,4,Pakistan
63,91896,Lahore Midtown,Community,2,Pakistan
63,217335,Lahore Royals,Community,1,Pakistan
63,9241,Lahore Sharqi,Community,6,Pakistan
63,213071,Lahore South,Community,4,Pakistan
63,8824202,Lyallpur,Community,3,Pakistan
63,8824071,Mardan,Community,1,Pakistan
63,213113,Multan Change Makers,Community,17,Pakistan
63,88530,Multan Metropolitan,University,3,Pakistan
63,8823881,Multant Cantt,Community,1,Pakistan
63,8825645,Multan Uptown,Community,3,Pakistan
63,8824143,Muzzaffargarh,Community,2,Pakistan
63,217818,POST GRADUATE INSTITUTE OF ALLIED HEALTH SCIENCES (PGIAHS),University,2,Pakistan
63,215622,Rawalpindi City,Community,2,Pakistan
63,8825982,Rawalpindi Gladiators,Community,7,Pakistan
63,218493,Sahiwal Healers 101,University,1,Pakistan
63,8827403,Shifa Tameer-e-Millat University (STMU) Islamabad,University,19,Pakistan
63,216374,Toba Tek Singh,Community,4,Pakistan
63,215301,University of Agriculture Faisalabad,University,31,Pakistan
3271,63999,Hyderabad,Community,5,Pakistan
3271,8825985,Hyderabad Elites,Community,7,Pakistan
3271,218183,Hyderabad Falcon,Community,10,Pakistan
3271,8825470,Hyderabad Peace,University,8,Pakistan
3271,215561,Hyderabad Superior,University,4,Pakistan
3271,215434,"IBA, Karachi",University,7,Pakistan
3271,8827154,"IPRS, SMBBMU Larkana",University,17,Pakistan
3271,9269,Karachi,Community,5,Pakistan
3271,217704,KARACHI AVENUE,Community,4,Pakistan
3271,9203,Karachi Cosmopolitan,Community,6,Pakistan
3271,217449,Karachi CPEC Beachview,Community,12,Pakistan
3271,8825733,Karachi Game Changers,Community,7,Pakistan
3271,215792,Karachi Kehkashan Kings,University,7,Pakistan
3271,91789,Karachi Kolachi,Community,19,Pakistan
3271,8827912,Karachi Safe City,Community,7,Pakistan
3271,215573,Karachi Sunrise,Community,19,Pakistan
3271,8827977,Karachi Sunset Millennium MOK Global Community,Community,12,Pakistan
3271,91753,Khairpur Green City,Community,13,Pakistan
3271,217144,Khairpur United,Community,5,Pakistan
3271,8823342,Khipro Sunders Dream,Community,5,Pakistan
3271,8828512,Larkana,Community,16,Pakistan
3271,217956,Mirpurkhas,Community,11,Pakistan
3271,8825246,Mirpurkhas Central Democratic,Community,9,Pakistan
3271,8823753,Mirpurkhas Saradar Yasin Malik,Community,6,Pakistan
3271,8827148,SMBBMU,University,1,Pakistan
3271,9213,Sukkur,Community,8,Pakistan
3271,8828531,Thar Desert,Community,11,Pakistan
3271,8824975,The Incredible's,Community,9,Pakistan
3271,8825881,Umertkot Hope,Community,7,Pakistan
3271,8827163,Young Researchers,Community,8,Pakistan
3220,88675,Achievers Lanka Business School,University,35,Sri Lanka
3220,8828405,Aegis Nexus,Community,21,Sri Lanka
3220,91220,Alumni of University of Moratuwa,Community,75,Sri Lanka
3220,67964,American National College,University,34,Sri Lanka
3220,217094,APIIT,University,96,Sri Lanka
3220,217914,Athugalpura,Community,46,Sri Lanka
3220,72293,Battaramulla,Community,19,Sri Lanka
3220,8826934,Batticaloa,Community,15,Sri Lanka
3220,85447,Centennial United,Community,2,Sri Lanka
3220,213975,C F P S,University,16,Sri Lanka
3220,212329,Chulipuram,Community,3,Sri Lanka
3220,42519,Chunnakam,Community,31,Sri Lanka
3220,215957,CINEC,University,94,Sri Lanka
3220,44751,Cinnamon Gardens,Community,73,Sri Lanka
3220,90435,College of Chemical Sciences,University,43,Sri Lanka
3220,8613,Colombo,Community,22,Sri Lanka
3220,8826917,Colombo Citadel,Community,30,Sri Lanka
3220,8609,Colombo East,Community,31,Sri Lanka
3220,213876,Colombo Fort,Community,50,Sri Lanka
3220,8823186,Colombo Heritage,Community,40,Sri Lanka
3220,8827207,Colombo Infinity,Community,25,Sri Lanka
3220,8825180,Colombo Metropolitan,Community,39,Sri Lanka
3220,8603,Colombo Mid-City,Community,17,Sri Lanka
3220,8601,Colombo Mid-Town,Community,42,Sri Lanka
3220,8569,Colombo North,Community,72,Sri Lanka
3220,8825223,Colombo Port City,Community,46,Sri Lanka
3220,8823460,Colombo Regency,Community,11,Sri Lanka
3220,42613,Colombo Regent,Community,17,Sri Lanka
3220,8827805,Colombo South,Community,27,Sri Lanka
3220,42577,Colombo Up-Town,Community,38,Sri Lanka
3220,8599,Colombo West,Community,81,Sri Lanka
3220,8828225,ECU ECC Kandy,University,26,Sri Lanka
3220,91932,Edith Cowan University,University,77,Sri Lanka
3220,8828426,Esoft University,University,25,Sri Lanka
3220,92276,Excellence,Community,28,Sri Lanka
3220,89963,"Faculty of Law, University of Colombo",University,70,Sri Lanka
3220,8823817,"Faculty of Medicine, Sabaragamuwa Univesity of Sri Lanka",University,26,Sri Lanka
3220,216481,Faculty of Medicine University of Colombo,University,62,Sri Lanka
3220,74274,"Faculty of Science, University of Colombo",University,64,Sri Lanka
3220,8828235,Galle,Community,25,Sri Lanka
3220,8826468,Gampaha,Community,40,Sri Lanka
3220,8828239,Gampaha Wickramarachchi University of Indigenous Medicine - FISSMS,University,31,Sri Lanka
3220,91117,General Sir John Kotelawala Defence,University,48,Sri Lanka
3220,8828348,General Sir John Kotelawala Defence University South,University,26,Sri Lanka
3220,8825008,Horizon Campus,University,41,Sri Lanka
3220,216053,ICBT,University,26,Sri Lanka
3220,218404,Imperial College of Business and Studies,University,38,Sri Lanka
3220,88758,Informatics Institute of Technology,University,44,Sri Lanka
3220,42564,Jaffna Mid-Town,Community,14,Sri Lanka
3220,91868,Jaffna Peninsula,Community,3,Sri Lanka
3220,8591,Kandy,Community,40,Sri Lanka
3220,8824330,Kandy Hill Capital,Community,26,Sri Lanka
3220,8823202,Kandy Metropolitan,Community,48,Sri Lanka
3220,215233,Katugastota Region,Community,41,Sri Lanka
3220,47135,Kelaniya,Community,3,Sri Lanka
3220,8823624,Kilinochchi Town,Community,23,Sri Lanka
3220,8827591,KIU,University,33,Sri Lanka
3220,213599,Kurunegala,Community,85,Sri Lanka
3220,8827204,Management & Science University (MSU),University,33,Sri Lanka
3220,8824925,Mannar Town,Community,22,Sri Lanka
3220,217832,Matale,Community,50,Sri Lanka
3220,8823261,Moratuwa,Community,23,Sri Lanka
3220,214142,Nallur Heritage,Community,7,Sri Lanka
3220,8826877,National Institute of Business Management Kandy,University,24,Sri Lanka
3220,91233,National School of Business Management,University,76,Sri Lanka
3220,90577,Negombo,Community,36,Sri Lanka
3220,217664,NIBM,University,97,Sri Lanka
3220,64918,Pamunugama,Community,13,Sri Lanka
3220,84520,Panadura,Community,36,Sri Lanka
3220,217172,PanColombo,University,27,Sri Lanka
3220,55709,Peradeniya University,University,42,Sri Lanka
3220,8825314,Rajarata University,University,41,Sri Lanka
3220,8827060,Ratmalana,Community,27,Sri Lanka
3220,216028,Ratnapura,Community,29,Sri Lanka
3220,218249,Royal Institute of Colombo,University,42,Sri Lanka
3220,8826883,Sabaragamuwa University of Sri Lanka,University,26,Sri Lanka
3220,216165,Saegis Campus,University,36,Sri Lanka
3220,8828210,Seethawaka Regent,Community,30,Sri Lanka
3220,91634,Singer Sri Lanka,Community,38,Sri Lanka
3220,91071,Sri Lanka Institute of Information Technology (SLIIT),University,162,Sri Lanka
3220,8824798,Sri Lanka Technological Campus,University,28,Sri Lanka
3220,8575,Trincomalee,Community,22,Sri Lanka
3220,91894,University Alumni,Community,19,Sri Lanka
3220,88705,"University of Colombo, Arts Faculty",University,26,Sri Lanka
3220,89105,"University of Colombo, Faculty of Management & Finance",University,151,Sri Lanka
3220,8824929,University of Colombo School of Computing,University,28,Sri Lanka
3220,88865,University of Kelaniya,University,144,Sri Lanka
3220,42733,University of Moratuwa,University,46,Sri Lanka
3220,8824712,University of Ruhuna,University,25,Sri Lanka
3220,89653,University of Sri Jayewardenepura,University,33,Sri Lanka
3220,8828173,University of Vavuniya,University,49,Sri Lanka
3220,90872,Uva Wellassa University-Badulla,University,73,Sri Lanka
3220,8828176,Vavuniya Heritage,Community,13,Sri Lanka
3220,216669,Wayamba University,University,28,Sri Lanka
3220,8573,Wellawatte,Community,32,Sri Lanka
